#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
14987194,14,13.459,0.085,7,8,-68,5180,GoogleWiFi_AP03,1
14987569,14,13.498,0.118,7,8,-69,5180,GoogleWiFi_AP03,1
14987947,14,13.538,0.125,7,8,-63,5180,GoogleWiFi_AP03,1
14988353,14,13.694,0.147,7,8,-67,5180,GoogleWiFi_AP03,1
14988761,14,13.645,0.218,7,8,-66,5180,GoogleWiFi_AP03,1
14989166,14,13.674,0.094,7,8,-66,5180,GoogleWiFi_AP03,1
14989549,14,13.645,0.101,7,8,-66,5180,GoogleWiFi_AP03,1
14989924,14,13.674,0.067,7,8,-69,5180,GoogleWiFi_AP03,1
14990297,14,13.537,0.14,7,8,-68,5180,GoogleWiFi_AP03,1
14990705,14,13.909,0.079,7,8,-63,5180,GoogleWiFi_AP03,1
14991092,14,13.704,0.206,7,8,-68,5180,GoogleWiFi_AP03,1
14991496,14,13.557,0.557,7,8,-68,5180,GoogleWiFi_AP03,1
14991903,14,13.459,0.127,7,8,-67,5180,GoogleWiFi_AP03,1
14992312,14,13.674,0.079,7,8,-66,5180,GoogleWiFi_AP03,1
14992713,14,13.645,0.118,7,8,-68,5180,GoogleWiFi_AP03,1
14993107,14,13.557,0.209,7,8,-69,5180,GoogleWiFi_AP03,1
14993505,14,13.616,0.103,7,8,-71,5180,GoogleWiFi_AP03,1
14993906,14,13.586,0.333,7,8,-68,5180,GoogleWiFi_AP03,1
14994287,14,13.733,0.247,7,8,-69,5180,GoogleWiFi_AP03,1
14994671,14,13.704,0.192,7,8,-69,5180,GoogleWiFi_AP03,1
14995055,14,13.616,0.175,7,8,-68,5180,GoogleWiFi_AP03,1
14995459,14,13.645,0.246,7,8,-68,5180,GoogleWiFi_AP03,1
14995846,14,13.528,0.31,7,8,-67,5180,GoogleWiFi_AP03,1
14996231,14,13.645,0.737,7,8,-67,5180,GoogleWiFi_AP03,1
14996620,14,13.469,0.716,7,8,-70,5180,GoogleWiFi_AP03,1
14997005,14,13.733,0.103,7,8,-67,5180,GoogleWiFi_AP03,1
14997392,14,12.288,0.627,7,8,-68,5180,GoogleWiFi_AP03,1
14997774,14,13.928,0.501,7,8,-64,5180,GoogleWiFi_AP03,1
14998171,14,12.991,0.324,7,8,-69,5180,GoogleWiFi_AP03,1
14998597,14,13.645,0.214,7,8,-64,5180,GoogleWiFi_AP03,1
14999003,14,13.821,0.155,7,8,-65,5180,GoogleWiFi_AP03,1
14999386,14,13.733,0.282,7,8,-66,5180,GoogleWiFi_AP03,1
14999781,14,13.537,0.094,7,8,-67,5180,GoogleWiFi_AP03,1
15000167,14,13.733,0.138,7,8,-66,5180,GoogleWiFi_AP03,1
15000546,14,13.967,0.095,7,8,-64,5180,GoogleWiFi_AP03,1
15001003,14,13.909,0.13,7,8,-64,5180,GoogleWiFi_AP03,1
15001397,14,13.576,0.127,7,8,-64,5180,GoogleWiFi_AP03,1
15001791,14,13.538,0.105,7,8,-64,5180,GoogleWiFi_AP03,1
15002240,14,13.674,0.157,7,8,-63,5180,GoogleWiFi_AP03,1
15002721,14,13.889,0.089,7,8,-63,5180,GoogleWiFi_AP03,1
15003162,14,13.762,0.21,7,8,-64,5180,GoogleWiFi_AP03,1
15003547,14,13.928,0.103,7,8,-63,5180,GoogleWiFi_AP03,1
15003942,14,13.537,0.132,7,8,-65,5180,GoogleWiFi_AP03,1
15004346,14,13.616,0.085,7,8,-66,5180,GoogleWiFi_AP03,1
15004731,14,13.674,0.098,7,8,-66,5180,GoogleWiFi_AP03,1
15005113,14,13.586,0.214,7,8,-66,5180,GoogleWiFi_AP03,1
15005496,14,13.733,0.231,7,8,-66,5180,GoogleWiFi_AP03,1
15005903,14,13.762,0.184,7,8,-67,5180,GoogleWiFi_AP03,1
15006287,14,13.557,0.549,7,8,-66,5180,GoogleWiFi_AP03,1
15006672,14,13.439,0.26,7,8,-59,5180,GoogleWiFi_AP03,1
15007056,14,13.674,0.127,7,8,-68,5180,GoogleWiFi_AP03,1
15007459,14,13.586,0.146,7,8,-68,5180,GoogleWiFi_AP03,1
15007865,14,13.577,0.088,7,8,-66,5180,GoogleWiFi_AP03,1
15008277,14,13.616,0.255,7,8,-67,5180,GoogleWiFi_AP03,1
15008686,14,13.791,0.067,7,8,-67,5180,GoogleWiFi_AP03,1
15009098,14,13.577,0.067,7,8,-65,5180,GoogleWiFi_AP03,1
15009505,14,13.879,0.165,7,8,-65,5180,GoogleWiFi_AP03,1
15009915,14,13.528,0.094,7,8,-66,5180,GoogleWiFi_AP03,1
15010325,14,13.108,0.312,7,8,-67,5180,GoogleWiFi_AP03,1
15010735,14,13.586,1.393,7,8,-66,5180,GoogleWiFi_AP03,1
15011143,14,13.616,1.181,7,8,-67,5180,GoogleWiFi_AP03,1
15011525,14,13.733,0.127,7,8,-66,5180,GoogleWiFi_AP03,1
15011914,14,13.586,0.169,7,8,-67,5180,GoogleWiFi_AP03,1
15012316,14,13.108,0.308,7,8,-65,5180,GoogleWiFi_AP03,1
15012725,14,13.557,0.262,7,8,-66,5180,GoogleWiFi_AP03,1
15013133,14,12.639,0.509,7,8,-67,5180,GoogleWiFi_AP03,1
15013536,14,13.674,0.094,7,8,-67,5180,GoogleWiFi_AP03,1
15013940,14,13.645,0.353,7,8,-65,5180,GoogleWiFi_AP03,1
15014346,14,13.498,0.085,7,8,-66,5180,GoogleWiFi_AP03,1
15014747,14,13.762,0.683,7,8,-65,5180,GoogleWiFi_AP03,1
15015149,14,13.616,0.191,7,8,-66,5180,GoogleWiFi_AP03,1
15015551,14,13.616,0.339,7,8,-64,5180,GoogleWiFi_AP03,1
15015958,14,13.733,0.774,7,8,-65,5180,GoogleWiFi_AP03,1
15016352,14,13.557,1.211,7,8,-66,5180,GoogleWiFi_AP03,1
15016734,14,13.616,1.203,7,8,-67,5180,GoogleWiFi_AP03,1
15017137,14,13.616,1.392,7,8,-66,5180,GoogleWiFi_AP03,1
15017529,14,13.528,0.418,7,8,-67,5180,GoogleWiFi_AP03,1
15017906,14,13.498,0.355,7,8,-67,5180,GoogleWiFi_AP03,1
15018288,14,13.557,0.301,7,8,-67,5180,GoogleWiFi_AP03,1
15018671,14,13.645,0.217,7,8,-66,5180,GoogleWiFi_AP03,1
15019073,14,13.733,0.119,7,8,-66,5180,GoogleWiFi_AP03,1
15019472,14,13.616,0.307,7,8,-66,5180,GoogleWiFi_AP03,1
15019863,14,13.791,0.16,7,8,-66,5180,GoogleWiFi_AP03,1
15020246,14,13.557,0.23,7,8,-66,5180,GoogleWiFi_AP03,1
15020628,14,13.762,0.125,7,8,-66,5180,GoogleWiFi_AP03,1
15021006,14,13.791,0.098,7,8,-66,5180,GoogleWiFi_AP03,1
15021402,14,13.879,0.106,7,8,-66,5180,GoogleWiFi_AP03,1
15021788,14,13.85,0.058,7,8,-66,5180,GoogleWiFi_AP03,1
15022174,14,13.762,0.083,7,8,-67,5180,GoogleWiFi_AP03,1
15022572,14,13.645,0.101,7,8,-66,5180,GoogleWiFi_AP03,1
15022958,14,13.674,0.13,7,8,-66,5180,GoogleWiFi_AP03,1
15023344,14,13.645,0.199,7,8,-65,5180,GoogleWiFi_AP03,1
15023730,14,13.733,0.289,7,8,-66,5180,GoogleWiFi_AP03,1
15024136,14,13.645,0.527,7,8,-66,5180,GoogleWiFi_AP03,1
15024541,14,13.674,0.329,7,8,-65,5180,GoogleWiFi_AP03,1
15024942,14,13.733,0.221,7,8,-65,5180,GoogleWiFi_AP03,1
15025321,14,13.762,0.172,7,8,-65,5180,GoogleWiFi_AP03,1
15025721,14,13.791,0.148,7,8,-66,5180,GoogleWiFi_AP03,1
15026127,14,13.645,0.213,7,8,-66,5180,GoogleWiFi_AP03,1
15026519,14,13.557,0.27,7,8,-66,5180,GoogleWiFi_AP03,1
15026922,14,13.674,0.273,7,8,-66,5180,GoogleWiFi_AP03,1
15027323,14,13.586,0.264,7,8,-66,5180,GoogleWiFi_AP03,1
15027706,14,13.616,0.366,7,8,-66,5180,GoogleWiFi_AP03,1
15028107,14,13.616,0.212,7,8,-66,5180,GoogleWiFi_AP03,1
15028488,14,13.616,0.175,7,8,-66,5180,GoogleWiFi_AP03,1
15028873,14,13.674,0.177,7,8,-66,5180,GoogleWiFi_AP03,1
15029276,14,13.791,0.109,7,8,-66,5180,GoogleWiFi_AP03,1
15029663,14,13.616,0.082,7,8,-65,5180,GoogleWiFi_AP03,1
15030046,14,13.674,0.174,7,8,-66,5180,GoogleWiFi_AP03,1
15030428,14,13.498,0.164,7,8,-66,5180,GoogleWiFi_AP03,1
15030823,14,13.704,0.127,7,8,-66,5180,GoogleWiFi_AP03,1
15031208,14,13.616,0.164,7,8,-66,5180,GoogleWiFi_AP03,1
15031614,14,13.733,0.399,7,8,-59,5180,GoogleWiFi_AP03,1
15032019,14,13.616,0.15,7,8,-66,5180,GoogleWiFi_AP03,1
15032404,14,13.616,0.146,7,8,-66,5180,GoogleWiFi_AP03,1
