#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
15978533,19,18.831,0.788,7,8,-74,5180,GoogleWiFi_AP03,1
15978896,19,19.094,0.795,7,8,-73,5180,GoogleWiFi_AP03,1
15979273,19,18.831,1.437,7,8,-70,5180,GoogleWiFi_AP03,1
15979661,19,19.182,0.136,7,8,-67,5180,GoogleWiFi_AP03,1
15980044,19,19.006,0.158,7,8,-68,5180,GoogleWiFi_AP03,1
15980443,19,19.27,0.453,7,8,-69,5180,GoogleWiFi_AP03,1
15980836,19,19.534,0.139,7,8,-74,5180,GoogleWiFi_AP03,1
15981223,19,19.387,0.206,7,8,-71,5180,GoogleWiFi_AP03,1
15981609,19,19.299,0.086,7,8,-73,5180,GoogleWiFi_AP03,1
15981979,19,19.094,0.321,7,8,-74,5180,GoogleWiFi_AP03,1
15982364,19,19.446,0.12,7,8,-75,5180,GoogleWiFi_AP03,1
15982769,19,19.534,0.064,7,8,-75,5180,GoogleWiFi_AP03,1
15983178,19,19.514,0.09,7,8,-72,5180,GoogleWiFi_AP03,1
15983579,19,19.621,0.118,7,8,-75,5180,GoogleWiFi_AP03,1
15983966,19,19.621,0.177,7,8,-77,5180,GoogleWiFi_AP03,1
15984367,19,19.67,0.184,7,8,-78,5180,GoogleWiFi_AP03,1
15984774,19,95.618,0.513,7,8,-79,5180,GoogleWiFi_AP03,1
15985170,19,18.889,0.093,7,8,-70,5180,GoogleWiFi_AP03,1
15985552,19,19.153,0.762,7,8,-68,5180,GoogleWiFi_AP03,1
15985938,19,19.27,0.098,7,8,-69,5180,GoogleWiFi_AP03,1
15986325,19,19.182,0.195,7,8,-68,5180,GoogleWiFi_AP03,1
15986706,19,19.182,0.173,7,8,-67,5180,GoogleWiFi_AP03,1
15987111,19,19.094,0.126,7,8,-66,5180,GoogleWiFi_AP03,1
15987496,19,19.299,0.612,7,8,-72,5180,GoogleWiFi_AP03,1
15987881,19,33.831,0.175,7,8,-77,5180,GoogleWiFi_AP03,1
15988286,19,19.827,0.096,7,8,-73,5180,GoogleWiFi_AP03,1
15988687,19,19.123,0.207,7,8,-71,5180,GoogleWiFi_AP03,1
15989089,19,19.036,0.322,7,8,-71,5180,GoogleWiFi_AP03,1
15989494,19,18.801,0.348,7,8,-76,5180,GoogleWiFi_AP03,1
15989881,19,18.948,0.367,7,8,-73,5180,GoogleWiFi_AP03,1
15990264,19,18.918,0.356,7,8,-71,5180,GoogleWiFi_AP03,1
15990650,19,19.123,0.201,7,8,-70,5180,GoogleWiFi_AP03,1
15991035,19,19.036,0.381,7,8,-69,5180,GoogleWiFi_AP03,1
15991422,19,19.094,0.415,7,8,-69,5180,GoogleWiFi_AP03,1
15991830,19,19.182,0.334,7,8,-70,5180,GoogleWiFi_AP03,1
15992212,19,18.889,0.302,7,8,-73,5180,GoogleWiFi_AP03,1
15992595,19,19.065,0.48,7,8,-72,5180,GoogleWiFi_AP03,1
15992976,19,19.036,0.499,7,8,-73,5180,GoogleWiFi_AP03,1
15993360,19,19.592,0.468,7,8,-76,5180,GoogleWiFi_AP03,1
15993767,19,18.889,0.516,7,8,-72,5180,GoogleWiFi_AP03,1
15994171,19,18.86,0.536,7,8,-73,5180,GoogleWiFi_AP03,1
15994560,19,18.918,0.386,7,8,-72,5180,GoogleWiFi_AP03,1
15994936,19,18.86,0.568,7,8,-70,5180,GoogleWiFi_AP03,1
15995309,19,18.772,0.565,7,8,-72,5180,GoogleWiFi_AP03,1
15995713,19,18.977,0.43,7,8,-69,5180,GoogleWiFi_AP03,1
15996105,19,19.182,0.273,7,8,-70,5180,GoogleWiFi_AP03,1
15996487,19,19.036,0.383,7,8,-73,5180,GoogleWiFi_AP03,1
15996883,19,19.036,0.402,7,8,-69,5180,GoogleWiFi_AP03,1
15997282,19,19.123,0.253,7,8,-69,5180,GoogleWiFi_AP03,1
15997666,19,19.065,0.336,7,8,-74,5180,GoogleWiFi_AP03,1
15998050,19,19.094,0.319,7,8,-67,5180,GoogleWiFi_AP03,1
15998436,19,19.065,0.477,7,8,-70,5180,GoogleWiFi_AP03,1
15998833,19,19.612,0.138,7,8,-71,5180,GoogleWiFi_AP03,1
15999221,19,95.5,0.097,7,8,-77,5180,GoogleWiFi_AP03,1
15999609,19,19.182,0.085,7,8,-74,5180,GoogleWiFi_AP03,1
