True_Range,Est_Range,stdev,RSSI,Final_range,Error_before_offset,Error_after_offset
17,17.014,0.083,-69,17.195247491638796,0.013999999999999346,0.19524749163879562
17,16.78,0.109,-64,16.961247491638797,0.21999999999999886,-0.03875250836120259
17,16.897,0.121,-65,17.078247491638795,0.10300000000000153,0.07824749163879474
17,16.819,0.075,-66,17.000247491638795,0.18100000000000094,0.00024749163879533853
17,16.663,0.289,-68,16.844247491638797,0.33699999999999974,-0.15575250836120347
17,17.073,0.084,-64,17.254247491638797,0.0730000000000004,0.2542474916387967
17,16.663,0.276,-67,16.844247491638797,0.33699999999999974,-0.15575250836120347
17,16.78,0.112,-66,16.961247491638797,0.21999999999999886,-0.03875250836120259
17,17.014,0.153,-66,17.195247491638796,0.013999999999999346,0.19524749163879562
17,16.663,0.289,-67,16.844247491638797,0.33699999999999974,-0.15575250836120347
17,16.868,0.187,-67,17.049247491638795,0.13200000000000145,0.04924749163879483
17,16.721,0.273,-68,16.902247491638796,0.2789999999999999,-0.09775250836120364
17,16.487,0.27,-68,16.668247491638795,0.5130000000000017,-0.3317525083612054
17,16.663,0.315,-67,16.844247491638797,0.33699999999999974,-0.15575250836120347
17,16.78,0.293,-68,16.961247491638797,0.21999999999999886,-0.03875250836120259
17,16.78,0.182,-67,16.961247491638797,0.21999999999999886,-0.03875250836120259
17,16.721,0.103,-66,16.902247491638796,0.2789999999999999,-0.09775250836120364
17,17.043,0.089,-65,17.224247491638796,0.04299999999999926,0.22424749163879554
17,16.516,0.199,-66,16.697247491638795,0.48400000000000176,-0.3027525083612055
17,16.721,0.163,-66,16.902247491638796,0.2789999999999999,-0.09775250836120364
17,16.985,0.177,-67,17.166247491638796,0.015000000000000568,0.1662474916387957
17,16.75,0.16,-66,16.931247491638796,0.25,-0.06875250836120372
17,17.043,0.088,-65,17.224247491638796,0.04299999999999926,0.22424749163879554
17,16.926,0.114,-63,17.107247491638795,0.07400000000000162,0.10724749163879466
17,16.545,0.28,-66,16.726247491638798,0.4549999999999983,-0.273752508361202
17,16.633,0.31,-68,16.814247491638795,0.3670000000000009,-0.1857525083612046
17,16.897,0.133,-65,17.078247491638795,0.10300000000000153,0.07824749163879474
17,16.78,0.063,-66,16.961247491638797,0.21999999999999886,-0.03875250836120259
17,16.516,0.313,-65,16.697247491638795,0.48400000000000176,-0.3027525083612055
17,16.897,0.226,-65,17.078247491638795,0.10300000000000153,0.07824749163879474
17,16.604,0.227,-64,16.785247491638795,0.3960000000000008,-0.21475250836120452
17,16.809,0.166,-64,16.990247491638797,0.19099999999999895,-0.009752508361202672
17,16.897,0.241,-65,17.078247491638795,0.10300000000000153,0.07824749163879474
17,16.78,0.18,-64,16.961247491638797,0.21999999999999886,-0.03875250836120259
17,16.829,0.195,-65,17.010247491638797,0.17099999999999937,0.010247491638796902
17,16.604,0.272,-65,16.785247491638795,0.3960000000000008,-0.21475250836120452
17,16.897,0.186,-65,17.078247491638795,0.10300000000000153,0.07824749163879474
17,17.014,0.137,-64,17.195247491638796,0.013999999999999346,0.19524749163879562
17,16.663,0.167,-67,16.844247491638797,0.33699999999999974,-0.15575250836120347
17,16.75,0.187,-65,16.931247491638796,0.25,-0.06875250836120372
17,16.838,0.111,-66,17.019247491638797,0.16199999999999903,0.019247491638797243
17,17.014,0.096,-64,17.195247491638796,0.013999999999999346,0.19524749163879562
17,16.663,0.352,-65,16.844247491638797,0.33699999999999974,-0.15575250836120347
17,16.809,0.231,-67,16.990247491638797,0.19099999999999895,-0.009752508361202672
17,16.897,0.241,-68,17.078247491638795,0.10300000000000153,0.07824749163879474
17,17.102,0.081,-66,17.283247491638797,0.10200000000000031,0.2832474916387966
17,16.897,0.093,-66,17.078247491638795,0.10300000000000153,0.07824749163879474
17,16.721,0.201,-66,16.902247491638796,0.2789999999999999,-0.09775250836120364
