True_Range,Est_Range,stdev,RSSI,Final_range,Error_before_offset,Error_after_offset
4,3.616,0.185,-62,4.188379194630873,0.3839999999999999,0.1883791946308726
4,3.596,0.164,-63,4.168379194630872,0.4039999999999999,0.16837919463087214
4,3.095,0.459,-62,3.6673791946308727,0.9049999999999998,-0.3326208053691273
4,3.459,0.178,-63,4.031379194630873,0.5409999999999999,0.031379194630872576
4,3.616,0.153,-59,4.188379194630873,0.3839999999999999,0.1883791946308726
4,3.498,0.173,-57,4.070379194630872,0.5019999999999998,0.07037919463087228
4,3.42,0.244,-58,3.992379194630872,0.5800000000000001,-0.007620805369128014
4,3.498,0.188,-58,4.070379194630872,0.5019999999999998,0.07037919463087228
4,3.655,0.174,-58,4.227379194630872,0.3450000000000002,0.2273791946308723
4,3.694,0.14,-58,4.266379194630872,0.30600000000000005,0.266379194630872
4,3.616,0.077,-58,4.188379194630873,0.3839999999999999,0.1883791946308726
4,3.655,0.27,-58,4.227379194630872,0.3450000000000002,0.2273791946308723
4,3.459,0.176,-58,4.031379194630873,0.5409999999999999,0.031379194630872576
4,3.499,0.122,-61,4.071379194630873,0.5009999999999999,0.07137919463087261
4,3.538,0.172,-62,4.110379194630872,0.4620000000000002,0.11037919463087231
4,3.684,0.15,-61,4.256379194630872,0.31599999999999984,0.2563791946308722
4,3.538,0.154,-61,4.110379194630872,0.4620000000000002,0.11037919463087231
4,3.625,0.099,-61,4.197379194630872,0.375,0.19737919463087206
4,3.655,0.153,-62,4.227379194630872,0.3450000000000002,0.2273791946308723
4,3.479,0.235,-68,4.051379194630872,0.5209999999999999,0.05137919463087215
4,3.508,0.311,-65,4.080379194630872,0.492,0.08037919463087206
4,3.186,0.265,-57,3.758379194630872,0.8140000000000001,-0.241620805369128
4,3.42,0.091,-59,3.992379194630872,0.5800000000000001,-0.007620805369128014
4,3.157,0.185,-64,3.729379194630872,0.843,-0.2706208053691279
4,3.186,0.088,-63,3.758379194630872,0.8140000000000001,-0.241620805369128
4,3.157,0.138,-64,3.729379194630872,0.843,-0.2706208053691279
4,3.156,0.138,-57,3.7283791946308726,0.8439999999999999,-0.27162080536912736
4,3.303,0.105,-62,3.875379194630872,0.6970000000000001,-0.12462080536912801
4,3.538,0.188,-58,4.110379194630872,0.4620000000000002,0.11037919463087231
4,3.479,0.141,-61,4.051379194630872,0.5209999999999999,0.05137919463087215
4,3.333,0.255,-62,3.9053791946308722,0.6669999999999998,-0.09462080536912776
4,3.206,0.291,-63,3.7783791946308725,0.794,-0.22162080536912754
4,3.127,0.255,-65,3.699379194630872,0.8730000000000002,-0.30062080536912816
4,3.186,0.207,-65,3.758379194630872,0.8140000000000001,-0.241620805369128
4,2.893,0.471,-67,3.465379194630872,1.1070000000000002,-0.5346208053691281
4,3.479,0.474,-58,4.051379194630872,0.5209999999999999,0.05137919463087215
4,3.391,0.329,-62,3.963379194630872,0.609,-0.03662080536912793
4,3.157,0.134,-61,3.729379194630872,0.843,-0.2706208053691279
4,3.684,0.171,-61,4.256379194630872,0.31599999999999984,0.2563791946308722
4,3.486,0.162,-56,4.058379194630873,0.5139999999999998,0.05837919463087271
4,3.156,0.279,-52,3.7283791946308726,0.8439999999999999,-0.27162080536912736
4,3.186,0.231,-59,3.758379194630872,0.8140000000000001,-0.241620805369128
4,3.625,0.638,-56,4.197379194630872,0.375,0.19737919463087206
4,3.127,0.396,-57,3.699379194630872,0.8730000000000002,-0.30062080536912816
4,3.479,0.234,-58,4.051379194630872,0.5209999999999999,0.05137919463087215
4,3.42,0.115,-61,3.992379194630872,0.5800000000000001,-0.007620805369128014
4,3.342,0.179,-60,3.9143791946308726,0.6579999999999999,-0.08562080536912742
4,3.095,0.303,-56,3.6673791946308727,0.9049999999999998,-0.3326208053691273
4,3.537,0.124,-59,4.109379194630872,0.4630000000000001,0.10937919463087198
4,2.873,0.398,-57,3.4453791946308723,1.1269999999999998,-0.5546208053691277
4,3.215,0.118,-60,3.787379194630872,0.7850000000000001,-0.21262080536912809
4,3.264,0.08,-60,3.8363791946308723,0.7360000000000002,-0.1636208053691277
4,3.362,0.123,-61,3.934379194630872,0.6379999999999999,-0.06562080536912784
4,3.245,0.083,-66,3.817379194630872,0.7549999999999999,-0.18262080536912784
4,3.069,0.086,-69,3.641379194630872,0.931,-0.358620805369128
4,3.186,0.138,-68,3.758379194630872,0.8140000000000001,-0.241620805369128
4,3.391,0.462,-58,3.963379194630872,0.609,-0.03662080536912793
4,2.981,0.188,-68,3.553379194630872,1.0190000000000001,-0.44662080536912807
4,3.274,0.074,-67,3.846379194630872,0.726,-0.15362080536912792
4,3.225,0.225,-63,3.7973791946308726,0.7749999999999999,-0.2026208053691274
4,3.42,0.139,-67,3.992379194630872,0.5800000000000001,-0.007620805369128014
4,3.362,0.225,-66,3.934379194630872,0.6379999999999999,-0.06562080536912784
4,3.01,0.207,-69,3.582379194630872,0.9900000000000002,-0.41762080536912816
4,2.922,0.227,-68,3.4943791946308727,1.0779999999999998,-0.5056208053691273
4,2.922,0.204,-69,3.4943791946308727,1.0779999999999998,-0.5056208053691273
4,2.971,0.203,-65,3.543379194630872,1.029,-0.45662080536912786
4,2.952,0.183,-66,3.524379194630872,1.048,-0.475620805369128
4,3.039,0.185,-67,3.6113791946308726,0.9609999999999999,-0.38862080536912735
4,2.952,0.234,-69,3.524379194630872,1.048,-0.475620805369128
4,3.186,0.136,-68,3.758379194630872,0.8140000000000001,-0.241620805369128
4,3.225,0.174,-67,3.7973791946308726,0.7749999999999999,-0.2026208053691274
4,3.264,0.138,-67,3.8363791946308723,0.7360000000000002,-0.1636208053691277
4,3.342,0.102,-65,3.9143791946308726,0.6579999999999999,-0.08562080536912742
4,3.342,0.155,-64,3.9143791946308726,0.6579999999999999,-0.08562080536912742
4,3.069,0.326,-63,3.641379194630872,0.931,-0.358620805369128
4,3.45,1.23,-60,4.022379194630872,0.5499999999999998,0.022379194630872234
4,3.42,0.106,-62,3.992379194630872,0.5800000000000001,-0.007620805369128014
4,3.127,0.395,-65,3.699379194630872,0.8730000000000002,-0.30062080536912816
4,3.332,0.348,-59,3.904379194630872,0.6680000000000001,-0.09562080536912809
4,3.342,0.103,-62,3.9143791946308726,0.6579999999999999,-0.08562080536912742
4,3.72,0.13,-61,4.292379194630873,0.2799999999999998,0.2923791946308727
4,3.694,0.148,-63,4.266379194630872,0.30600000000000005,0.266379194630872
4,3.655,0.172,-63,4.227379194630872,0.3450000000000002,0.2273791946308723
4,3.694,0.153,-63,4.266379194630872,0.30600000000000005,0.266379194630872
4,3.733,0.148,-63,4.305379194630873,0.2669999999999999,0.3053791946308726
4,3.42,0.183,-66,3.992379194630872,0.5800000000000001,-0.007620805369128014
4,3.362,0.263,-63,3.934379194630872,0.6379999999999999,-0.06562080536912784
4,3.801,0.12,-64,4.373379194630872,0.19899999999999984,0.3733791946308722
4,3.772,0.168,-63,4.344379194630872,0.2280000000000002,0.3443791946308723
4,3.772,0.141,-60,4.344379194630872,0.2280000000000002,0.3443791946308723
4,3.567,0.187,-65,4.139379194630872,0.43299999999999983,0.13937919463087223
4,3.625,0.196,-64,4.197379194630872,0.375,0.19737919463087206
4,3.391,0.279,-66,3.963379194630872,0.609,-0.03662080536912793
4,3.479,0.264,-66,4.051379194630872,0.5209999999999999,0.05137919463087215
4,3.655,0.198,-65,4.227379194630872,0.3450000000000002,0.2273791946308723
4,3.567,0.232,-66,4.139379194630872,0.43299999999999983,0.13937919463087223
4,3.537,0.292,-66,4.109379194630872,0.4630000000000001,0.10937919463087198
4,3.215,0.447,-67,3.787379194630872,0.7850000000000001,-0.21262080536912809
4,3.244,0.328,-67,3.8163791946308727,0.7559999999999998,-0.18362080536912728
4,3.157,0.326,-65,3.729379194630872,0.843,-0.2706208053691279
4,2.981,0.484,-65,3.553379194630872,1.0190000000000001,-0.44662080536912807
4,3.069,0.496,-66,3.641379194630872,0.931,-0.358620805369128
4,3.009,0.515,-59,3.5813791946308724,0.9910000000000001,-0.4186208053691276
4,3.157,0.456,-67,3.729379194630872,0.843,-0.2706208053691279
4,3.215,0.387,-66,3.787379194630872,0.7850000000000001,-0.21262080536912809
4,3.157,0.452,-66,3.729379194630872,0.843,-0.2706208053691279
4,3.244,0.384,-66,3.8163791946308727,0.7559999999999998,-0.18362080536912728
4,3.215,0.399,-66,3.787379194630872,0.7850000000000001,-0.21262080536912809
