True_Range,Est_Range,stdev,RSSI,Final_range,Raw_error,Callibrated_data_error
22,22.434,0.233,-80,22.139356902356905,-0.43400000000000105,-0.139356902356905
22,22.375,0.227,-78,22.080356902356904,-0.375,-0.08035690235690396
22,22.405,0.232,-78,22.110356902356905,-0.40500000000000114,-0.1103569023569051
22,22.317,0.242,-79,22.022356902356904,-0.31700000000000017,-0.02235690235690413
22,22.405,0.223,-79,22.110356902356905,-0.40500000000000114,-0.1103569023569051
22,22.346,0.236,-79,22.051356902356904,-0.3460000000000001,-0.051356902356904044
22,22.375,0.255,-79,22.080356902356904,-0.375,-0.08035690235690396
22,22.463,0.463,-71,22.168356902356905,-0.46300000000000097,-0.16835690235690492
22,22.17,0.423,-71,21.875356902356906,-0.1700000000000017,0.12464309764309434
22,22.346,0.265,-79,22.051356902356904,-0.3460000000000001,-0.051356902356904044
22,22.639,0.162,-79,22.344356902356903,-0.6389999999999993,-0.3443569023569033
22,22.952,1.891,-79,22.657356902356906,-0.9520000000000017,-0.6573569023569057
22,22.375,0.255,-79,22.080356902356904,-0.375,-0.08035690235690396
22,22.463,0.189,-78,22.168356902356905,-0.46300000000000097,-0.16835690235690492
22,22.288,0.319,-79,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.053,0.478,-79,21.758356902356905,-0.053000000000000824,0.24164309764309522
22,22.288,0.228,-79,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.874,2.089,-72,22.579356902356903,-0.8739999999999988,-0.5793569023569027
22,21.819,0.562,-79,21.524356902356903,0.18100000000000094,0.475643097643097
22,22.229,0.474,-76,21.934356902356903,-0.2289999999999992,0.06564309764309684
22,22.288,0.224,-79,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.366,1.695,-79,22.071356902356904,-0.36599999999999966,-0.07135690235690362
22,22.463,0.664,-77,22.168356902356905,-0.46300000000000097,-0.16835690235690492
22,22.288,0.204,-79,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,21.819,1.108,-80,21.524356902356903,0.18100000000000094,0.475643097643097
22,22.551,0.218,-78,22.256356902356902,-0.5509999999999984,-0.25635690235690234
22,22.141,0.391,-79,21.846356902356902,-0.14099999999999824,0.1536430976430978
22,22.463,0.468,-78,22.168356902356905,-0.46300000000000097,-0.16835690235690492
22,21.819,0.532,-78,21.524356902356903,0.18100000000000094,0.475643097643097
22,22.434,0.199,-79,22.139356902356905,-0.43400000000000105,-0.139356902356905
22,22.288,0.253,-76,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.717,0.886,-79,22.422356902356903,-0.7169999999999987,-0.4223569023569027
22,21.965,0.311,-80,21.670356902356904,0.03500000000000014,0.3296430976430962
22,22.434,0.156,-78,22.139356902356905,-0.43400000000000105,-0.139356902356905
22,22.375,0.243,-78,22.080356902356904,-0.375,-0.08035690235690396
22,22.756,0.132,-78,22.461356902356904,-0.7560000000000002,-0.4613569023569042
22,22.131,0.111,-72,21.836356902356904,-0.13100000000000023,0.16364309764309581
22,22.903,0.105,-77,22.608356902356903,-0.9029999999999987,-0.6083569023569027
22,22.053,0.114,-79,21.758356902356905,-0.053000000000000824,0.24164309764309522
22,22.463,0.398,-78,22.168356902356905,-0.46300000000000097,-0.16835690235690492
22,22.639,0.13,-78,22.344356902356903,-0.6389999999999993,-0.3443569023569033
22,22.375,0.24,-78,22.080356902356904,-0.375,-0.08035690235690396
22,22.288,0.253,-80,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.346,0.184,-79,22.051356902356904,-0.3460000000000001,-0.051356902356904044
22,22.493,0.241,-79,22.198356902356903,-0.49299999999999855,-0.1983569023569025
22,22.317,0.342,-79,22.022356902356904,-0.31700000000000017,-0.02235690235690413
22,22.346,0.272,-79,22.051356902356904,-0.3460000000000001,-0.051356902356904044
22,22.434,0.186,-79,22.139356902356905,-0.43400000000000105,-0.139356902356905
22,22.463,0.197,-79,22.168356902356905,-0.46300000000000097,-0.16835690235690492
22,22.346,0.248,-79,22.051356902356904,-0.3460000000000001,-0.051356902356904044
22,22.434,0.223,-80,22.139356902356905,-0.43400000000000105,-0.139356902356905
22,22.346,0.274,-79,22.051356902356904,-0.3460000000000001,-0.051356902356904044
22,22.493,0.17,-79,22.198356902356903,-0.49299999999999855,-0.1983569023569025
22,22.522,0.181,-79,22.227356902356902,-0.5219999999999985,-0.22735690235690242
22,22.405,0.213,-79,22.110356902356905,-0.40500000000000114,-0.1103569023569051
22,22.375,0.32,-78,22.080356902356904,-0.375,-0.08035690235690396
22,22.288,0.241,-78,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.405,0.181,-79,22.110356902356905,-0.40500000000000114,-0.1103569023569051
22,22.375,0.341,-78,22.080356902356904,-0.375,-0.08035690235690396
22,22.317,0.197,-78,22.022356902356904,-0.31700000000000017,-0.02235690235690413
22,21.975,0.283,-77,21.680356902356905,0.02499999999999858,0.3196430976430946
22,22.053,0.574,-77,21.758356902356905,-0.053000000000000824,0.24164309764309522
22,22.083,0.563,-78,21.788356902356902,-0.08299999999999841,0.21164309764309763
22,22.463,0.238,-70,22.168356902356905,-0.46300000000000097,-0.16835690235690492
22,22.288,0.204,-71,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.249,0.238,-77,21.954356902356903,-0.24899999999999878,0.045643097643097263
22,21.975,0.481,-78,21.680356902356905,0.02499999999999858,0.3196430976430946
22,22.346,0.15,-78,22.051356902356904,-0.3460000000000001,-0.051356902356904044
22,22.375,0.231,-78,22.080356902356904,-0.375,-0.08035690235690396
22,22.375,0.132,-77,22.080356902356904,-0.375,-0.08035690235690396
22,22.083,0.249,-77,21.788356902356902,-0.08299999999999841,0.21164309764309763
22,22.258,0.299,-77,21.963356902356903,-0.2579999999999991,0.03664309764309692
22,22.522,0.118,-76,22.227356902356902,-0.5219999999999985,-0.22735690235690242
22,22.327,0.141,-76,22.032356902356906,-0.32700000000000173,-0.03235690235690569
22,22.209,0.678,-74,21.914356902356904,-0.20899999999999963,0.08564309764309641
22,22.04,0.349,-74,21.745356902356903,-0.03999999999999915,0.2546430976430969
22,21.975,0.354,-76,21.680356902356905,0.02499999999999858,0.3196430976430946
22,22.053,0.341,-76,21.758356902356905,-0.053000000000000824,0.24164309764309522
22,22.209,0.194,-76,21.914356902356904,-0.20899999999999963,0.08564309764309641
22,22.444,0.167,-76,22.149356902356903,-0.44399999999999906,-0.14935690235690302
22,22.249,0.261,-76,21.954356902356903,-0.24899999999999878,0.045643097643097263
22,22.092,0.304,-76,21.797356902356903,-0.09199999999999875,0.2026430976430973
22,22.131,0.229,-75,21.836356902356904,-0.13100000000000023,0.16364309764309581
22,22.405,0.138,-76,22.110356902356905,-0.40500000000000114,-0.1103569023569051
22,22.366,0.138,-76,22.071356902356904,-0.36599999999999966,-0.07135690235690362
22,21.819,0.416,-76,21.524356902356903,0.18100000000000094,0.475643097643097
22,21.975,0.354,-76,21.680356902356905,0.02499999999999858,0.3196430976430946
22,22.092,0.326,-76,21.797356902356903,-0.09199999999999875,0.2026430976430973
22,22.522,0.067,-77,22.227356902356902,-0.5219999999999985,-0.22735690235690242
22,22.581,0.168,-77,22.286356902356903,-0.5809999999999995,-0.2863569023569035
22,22.668,0.068,-77,22.373356902356903,-0.6679999999999993,-0.3733569023569032
22,22.639,0.098,-76,22.344356902356903,-0.6389999999999993,-0.3443569023569033
22,22.6,0.132,-76,22.305356902356905,-0.6000000000000014,-0.3053569023569054
22,22.327,0.162,-76,22.032356902356906,-0.32700000000000173,-0.03235690235690569
22,22.209,0.244,-76,21.914356902356904,-0.20899999999999963,0.08564309764309641
22,22.249,0.201,-76,21.954356902356903,-0.24899999999999878,0.045643097643097263
22,22.288,0.221,-76,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.131,0.226,-76,21.836356902356904,-0.13100000000000023,0.16364309764309581
22,22.366,0.218,-76,22.071356902356904,-0.36599999999999966,-0.07135690235690362
22,22.288,0.145,-76,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.17,0.218,-77,21.875356902356906,-0.1700000000000017,0.12464309764309434
22,22.366,0.141,-76,22.071356902356904,-0.36599999999999966,-0.07135690235690362
22,22.288,0.188,-76,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.288,0.183,-76,21.993356902356904,-0.28800000000000026,0.0066430976430957855
22,22.209,0.27,-76,21.914356902356904,-0.20899999999999963,0.08564309764309641
22,22.209,1.018,-69,21.914356902356904,-0.20899999999999963,0.08564309764309641
22,22.366,0.195,-76,22.071356902356904,-0.36599999999999966,-0.07135690235690362
22,22.249,0.231,-76,21.954356902356903,-0.24899999999999878,0.045643097643097263
22,22.405,0.207,-76,22.110356902356905,-0.40500000000000114,-0.1103569023569051
22,22.483,0.76,-75,22.188356902356904,-0.48300000000000054,-0.1883569023569045
