RTT,RSS,TRUE
20.7432813559322,-79.0,20
20.215362035629145,-76.49184635250663,20
20.29065620535942,-76.32612021504961,20
20.227877497983258,-76.24274085880113,20
20.2306217849709,-75.98457155013237,20
20.2891446149904,-75.98729422211451,20
20.269663736639583,-75.67985528452701,20
20.22913702508393,-76.00202227387469,20
20.104926398659114,-76.12870863284105,20
19.95493243863939,-76.46685182986926,20
20.059438177284335,-76.52580017930386,20
20.168431983488787,-76.47067862704004,20
19.921853390282088,-76.42350907084642,20
19.974910447077026,-76.86496655998249,20
20.114318484901844,-76.97096374287382,20
20.066440852742897,-76.88274960483507,20
19.97281429230428,-77.07066035262817,20
20.039200528960137,-77.15151775545996,20
19.976250409160745,-77.30964920110611,20
20.051836590843106,-77.62083917032285,20
20.036881644919394,-77.81902356194229,20
20.05897824357341,-77.9988184856209,20
20.03821422134918,-78.16233750393268,20
19.91227997986574,-78.31136851876546,20
19.968781815348446,-78.52801888681081,20
19.952407057776664,-78.6459865338116,20
19.920692279027698,-78.6742266389268,20
19.907588674224673,-78.77956881065613,20
19.965778822138102,-78.95540671787309,20
20.045133527132485,-79.03789309317744,20
20.09592996979567,-79.19245504368492,20
19.938788365375277,-79.33454764492805,20
19.964517344889302,-79.46524024591167,20
19.93888085540606,-79.66385249084257,20
19.94730225439867,-79.69015798877008,20
19.92786115144375,-79.71437869769397,20
19.92621296937755,-79.65858628392141,20
19.73514069083297,-79.99738179550491,20
19.729073334034734,-80.07557205874832,20
19.819838246484483,-79.91379805541783,20
19.920044672359122,-79.76470493152368,20
20.17420594078765,-79.7051555498696,20
20.05223337211187,-79.72810777445218,20
20.12170770214399,-79.59362280670354,20
20.081607460754288,-79.62523994712903,20
19.940056810621158,-79.57660519600591,20
19.859884124246353,-79.60953325666281,20
19.86146660503338,-79.71765517299748,20
20.164779745119727,-79.50635976482499,20
20.162081216210932,-79.38925472923013,20
20.13912084925298,-79.3589967994463,20
20.061444284617686,-79.2533665265401,20
19.99048906350363,-79.15595328545608,20
