RTT,RSS,TRUE
18.211751677852348,-75.0,18
18.10403241759458,-72.9899473548149,18
18.168642997969805,-72.65446019939233,18
18.04718950301845,-71.70901952546434,18
17.999209907103943,-71.98252827319578,18
18.03584458338549,-71.98570193803744,18
18.14735584633617,-71.5053106841415,18
18.272913430075423,-71.28549086458756,18
18.589732926272443,-71.92217393300866,18
18.320529732118757,-71.55178042172561,18
18.11066030600025,-71.6057376505672,18
18.041048408125004,-71.30497389533762,18
18.05600060472086,-70.93637883430875,18
18.00972415786063,-70.72639591359265,18
17.98468284260049,-70.43744974690846,18
17.999173808351433,-70.18392953441877,18
18.009631529283443,-69.85781340189301,18
18.08229860575542,-69.8721951653616,18
18.15644910544904,-69.68476423722983,18
18.35133347677595,-69.51750984135536,18
18.491983916987625,-69.36789238778987,18
18.593493280968886,-69.33182395765232,18
18.715732183073722,-69.10426052125109,18
18.60275404932748,-68.89967717387584,18
18.518433162521628,-68.61862813984476,18
18.400529150901328,-68.46213881753799,18
18.233898639036745,-68.41755117982177,18
18.1871059409947,-68.28101487906392,18
18.1694754298969,-68.15779968752494,18
18.099702889852377,-68.14263875238396,18
17.9733752932675,-68.12894708389157,18
18.088689827656566,-68.02066305389307,18
18.04139867080181,-68.01868236156882,18
18.137783351899078,-68.11270071478336,18
18.166716127808492,-68.19767619775074,18
18.12220049729339,-68.17875140889957,18
18.130980702497492,-68.3530628032872,18
18.316532744729088,-68.31927886594711,18
18.27123329332608,-68.19306282953275,18
18.214050940163865,-68.17459521234379,18
18.164711299683283,-68.25354035446577,18
18.218709733589513,-68.22929315756072,18
18.189779815730642,-68.01611355200616,18
18.049238301736136,-68.11019284044502,18
18.012925893968728,-68.19527154567858,18
17.79108464820964,-68.65465371739289,18
17.973546634207754,-68.68767120096948,18
17.958576330487226,-68.71753108001417,18
18.102498224868462,-68.55333233122155,18
18.399220057465083,-69.16963167951135,18
18.151416490003133,-69.72700375760378,18
18.152066336637755,-69.46631094504995,18
18.315610070960364,-69.4217336093987,18
18.21351905835747,-68.99903859239551,18
18.090860318518185,-68.90353634495764,18
17.961427782727867,-69.39072550741199,18
17.916992394192466,-69.54456103885975,18
17.941971013549416,-69.49250497472468,18
17.96834700541888,-69.54101763691781,18
17.987382966996147,-69.39370847927508,18
18.00112151510325,-69.26048121417003,18
18.174111567864216,-69.52235658960151,18
18.103048862909827,-69.47242368712595,18
18.166136747423877,-69.33167252153211,18
17.885518790249627,-69.39555887348331,18
17.862207699408806,-69.16656425998275,18
17.965046068843346,-68.959459679834,18
18.05011920814842,-68.8677437822177,18
18.087028771594362,-68.97597745917935,18
17.901614168978988,-69.36063827189368,18
17.75972732930124,-69.61293773449032,18
17.836818917746683,-69.363164231171,18
17.92501639942919,-69.13726688836641,18
18.078277503186474,-69.79328262386547,18
18.142693183260885,-70.09981600392311,18
18.08037372845086,-70.09027449148667,18
18.14142321625841,-69.79487206402558,18
18.144854036301254,-69.43211647684778,18
17.764132325302167,-70.15553793104333,18
17.937675938796286,-69.8538969609816,18
17.834731742627863,-69.48549918008231,18
17.85004293900755,-69.24790788958119,18
18.016097745227363,-69.41539207858808,18
17.989007841390002,-69.2800933760761,18
18.099972079358572,-69.25331897888947,18
18.171986436253555,-69.03792203773088,18
18.29742742608927,-69.32106993240627,18
18.175907324180336,-69.38596951298332,18
18.12076367484137,-69.25348335033152,18
17.999428284631247,-69.22925263252219,18
17.960836731387914,-69.11174718904283,18
17.949125112377395,-69.00547420458355,18
17.965161693610614,-69.10054188279602,18
17.99315432930295,-69.09093098745622,18
18.062335123638302,-68.89105688249498,18
18.087774935739404,-68.71028893589842,18
18.138694530972952,-68.64239173332615,18
18.118395663951983,-68.67657585145727,18
18.12823469538346,-68.51631035358857,18
18.0782873496255,-68.3713647889029,18
18.164406482311808,-68.52704759461025,18
17.981947898392995,-68.95462141538503,18
18.005269193109665,-68.86336823654918,18
18.07914885950109,-68.87642899816524,18
18.06735038006776,-68.98383223031517,18
17.960879083067272,-69.17655964550309,18
17.818918521899068,-69.25527310052189,18
17.814141254907632,-69.2308712994659,18
17.881377695990167,-69.20880209003187,18
17.786030178275098,-69.28443345875198,18
17.692727361015958,-69.44842611343145,18
17.763974965671675,-69.50115159141689,18
17.717439312937586,-69.83560987383652,18
17.789880215003517,-70.04250600636648,18
17.923699300231913,-69.65607897165586,18
17.995789567335795,-69.49777279097657,18
18.178333669773846,-69.35459925027219,18
18.187633384181364,-69.12952084477278,18
18.072178226809307,-69.30832174506256,18
17.964363414785595,-69.66121281776331,18
17.91911108528596,-69.59800684897962,18
17.853892489589644,-69.63643376066643,18
17.863871546658075,-69.6711874069303,18
17.87107358659925,-69.70261891874371,18
17.97144471685404,-69.5398639398109,18
18.03831842465175,-69.39266686574864,18
18.021463636463782,-69.54631338495557,18
17.9848102370073,-69.58968172455282,18
17.901308584272112,-69.72449540404314,18
17.857462935866195,-69.75083115317437,18
17.950768603193914,-69.39228559809811,18
17.933788537285483,-69.35478664072721,18
17.848066647070244,-69.41646320589244,18
17.819037405714003,-69.4722440489125,18
17.879623917889457,-69.33151082521726,18
17.931420392619493,-69.29982138680036,18
17.846357520410884,-69.36675213341859,18
17.915481769805872,-69.4272849056365,18
17.932810521407536,-69.29084936966012,18
17.95338720079199,-68.49831910959674,18
17.903119130617206,-68.54627526810505,18
17.858769635186913,-68.68523821248623,18
17.91636953401248,-68.90650851660673,18
17.88447315868731,-69.0110364185225,18
17.967479453844597,-69.10557239782626,18
17.970338054793455,-69.09548063084628,18
18.029449478373035,-69.0863535455717,18
17.990573742717302,-69.26928084946724,18
17.905189911027914,-68.95676715077101,18
17.89282343854587,-69.15208174269853,18
17.851339074863294,-69.3287260250555,18
17.86202870772856,-69.48848471067889,18
17.804625003050116,-69.72856287114824,18
17.81189565226141,-69.94569172950527,18
17.776513452105625,-70.04647407043875,18
17.80802589764053,-70.23321349169268,18
17.80627987938525,-70.40210231218285,18
17.780530713041284,-70.45925592683547,18
17.79450643023292,-70.51094617252978,18
17.818507147749727,-70.46210433679764,18
17.71616649256122,-70.60911326140395,18
17.715494487004012,-70.64647850045029,18
17.73142827699579,-70.77586292154032,18
17.677809361684112,-70.89287936145949,18
17.69616008762488,-70.99871008741549,18
17.799011706681956,-70.99883339139924,18
17.840682022997747,-71.09453586979474,18
17.87604354117184,-71.08549909513715,18
17.839228763210812,-71.17291711561289,18
17.836869721563065,-70.58284203538251,18
17.908634278526158,-70.52712760501699,18
17.9114497941625,-70.57232993175852,18
17.85643346834589,-70.61321132464025,18
17.922753737385122,-70.65018482588293,18
17.938058812964297,-70.58803303344641,18
17.99808279878914,-70.53182239058658,18
18.041403038404436,-70.48098497710504,18
18.05624913903766,-70.435007160841,18
18.107871624399262,-70.29783344706753,18
18.16126887337417,-70.17377230043928,18
18.13468791626645,-70.0615702780596,18
18.164482103993162,-69.96009375484307,18
18.16149599248268,-69.96390843117382,18
18.175481371868376,-69.9673584589276,18
18.13687504526863,-69.97047869521239,18
18.157712053183335,-69.97330066511168,18
18.075072577052964,-70.07144384135398,18
18.080548966214195,-70.06461445589012,18
18.060012323090454,-70.05843789794689,18
17.955583093769008,-70.14844272427214,18
17.872144651481335,-70.2298439027401,18
17.885392950063395,-70.3034638643189,18
17.91109495448752,-70.37004642300997,18
17.856177375060284,-70.4302642909194,18
17.841031545923045,-70.48472587495647,18
17.928056718386724,-70.43839046267121,18
17.974445345517395,-70.39648429698195,18
18.064973062745963,-70.35858398194937,18
18.01621166338988,-70.419897555617,18
18.013579095835535,-70.47535010584569,18
18.060657206973797,-70.33431997118328,18
18.102704459593554,-70.20677104264549,18
17.986394669468094,-70.18700559993935,18
18.024618998902817,-70.26472051605725,18
18.044135837947586,-70.048233705173,18
17.944124788706684,-70.23480492125138,18
17.920923342396947,-70.11676873198628,18
18.00380435839574,-69.72324285203034,18
18.021043338585837,-69.74969833381212,18
18.008995939467884,-69.67803394950444,18
18.0247901830004,-69.61322003257352,18
18.06067817096403,-69.55460174025846,18
18.119138376433437,-69.50158682684723,18
18.136840973617733,-69.35804869880664,18
18.141546960863966,-69.22823151838828,18
18.1775026337836,-69.20641464817899,18
18.12998528561487,-69.18668327356247,18
18.055061739746552,-69.26442900116854,18
17.992639721371045,-69.3347429399468,18
18.045544936325143,-69.20715357941837,18
18.01026033498607,-69.18735156965444,18
18.058262005901277,-69.1694424530367,18
18.060346265680835,-69.15324528608994,18
18.110828584112575,-69.13859642189966,18
18.057376554048307,-69.1253478567172,18
18.00265889434397,-69.20895669577254,18
18.012146388309514,-69.28457328554127,18
18.0434826974954,-69.25737065165649,18
18.041609558910817,-69.23276834369076,18
18.03190915013919,-69.11492683283215,18
18.065816039734788,-69.00834990526083,18
18.12284645584873,-68.91196076863332,18
18.10695786283984,-68.92037652337928,18
18.054582994595123,-68.92798780804019,18
18.041272279474146,-68.93487152268473,18
17.999106441264157,-68.94109721643005,18
18.017652779078063,-68.94672779012639,18
17.98205988224794,-68.85622917071318,18
17.863146622800098,-68.6787904401551,18
17.919528473719506,-68.61390420955578,18
18.017268455230568,-68.65081147726343,18
18.030760585667533,-68.68419074377718,18
17.861004548282004,-68.90556117643821,18
17.893493467440543,-68.81899771319507,18
17.930577164840333,-68.74070893460451,18
17.911145812563774,-68.76549481676535,18
18.019288810069227,-68.69232043146926,18
18.07284824725144,-68.62614085599576,18
18.062803130686916,-68.47069648859276,18
18.02299412549974,-68.23452023651838,18
17.96142577668888,-68.21210222169857,18
17.94955023548829,-68.2874181276207,18
17.957398260398982,-68.35553451370524,18
17.971132552588788,-68.32154862781529,18
18.005533841784658,-68.29081148542338,18
17.96524320648676,-68.26301253601595,18
18.00128340954809,-68.3334618760596,18
17.913197527864988,-68.3015859348175,18
17.874113621613883,-68.36834800659459,18
17.902954488565143,-68.52431918891965,18
17.923769388640043,-68.47419901369722,18
17.93879182419513,-68.62005179651379,18
17.97412278639548,-68.75196237163335,18
17.918084323690653,-68.87126348809032,18
17.91019978688383,-68.88356953499989,18
17.920928181437894,-68.22556250695102,18
17.871622702810985,-68.39518269242645,18
17.819619388936818,-68.64417968249852,18
17.70862067857823,-68.96496577212217,18
17.8160749591776,-68.87272376648039,18
17.901696627794006,-68.78929926281705,18
17.898372533108034,-68.71384938764304,18
17.950517248853927,-68.7412027997142,18
17.917188344164224,-68.86153243399258,18
17.934042182536153,-68.87476868171645,18
17.881087280380854,-69.07792158611436,18
17.875428196949677,-69.26165490911882,18
17.92032202473551,-69.14105210370639,18
17.94993974988995,-69.12756879753972,18
17.74228715886938,-69.11537437356913,18
17.832302327949503,-69.19993658746469,18
17.76675222785786,-69.37200637921437,18
17.849959146906485,-69.43203689302639,18
17.942570157337805,-69.29514711000822,18
17.984919919046007,-69.26693371407951,18
17.933947032582303,-69.24141726378517,18
17.938066936216075,-69.31393091665784,18
17.90013250968796,-69.37951291975534,18
17.81570631988756,-69.53441683730013,18
17.893360323971844,-69.48333141816356,18
18.006452747670345,-69.34153834218537,18
17.93334710600199,-69.50007228609964,18
18.01889304036943,-69.0699060509907,18
17.982954998018563,-68.87204174206964,18
17.989577245693575,-69.07545531724939,18
17.986286373198368,-68.97265150979099,18
18.03288937547163,-68.87967481709825,18
17.838051890888398,-69.27354066161553,18
