RTT,RSS,TRUE
1.1046182432432432,-45.0,1
0.9978202921613951,-46.014028606530665,1
1.1335772875610437,-45.66040243762935,1
1.1491628217248686,-45.47952880650137,1
1.141156518670279,-45.60035701499823,1
1.0123373420044903,-45.682976002979146,1
0.9693090124284327,-45.55293265493263,1
0.8882699318682523,-45.63320961717862,1
0.939325000866136,-45.524171518906385,1
0.9944626719726015,-45.43657113198548,1
1.0212652275427767,-45.365154864851355,1
1.0342940448323388,-45.30632746067059,1
1.0807112998272612,-45.257513458384075,1
0.9727452952719813,-45.37491071029174,1
0.9654854582147205,-45.47319647540439,1
0.9768594102928749,-45.555699212098226,1
0.8014969028064464,-45.46891817326204,1
0.937227831573674,-45.70753544240885,1
0.8629135270194348,-45.75304967604309,1
0.7661493136212456,-45.791441093488324,1
0.8948643216102394,-45.82384015245389,1
0.8623624081211496,-45.69592632138857,1
1.012037648084651,-45.74312064992624,1
1.074517442687355,-45.62781421757802,1
0.9697344377653436,-45.68555339763705,1
1.1192184931428075,-45.7343285031854,1
1.021269766625925,-45.775533869522484,1
0.9890733926289862,-45.65525779419912,1
1.0633544287225905,-45.708720541993486,1
1.0547537681499197,-45.75389065894637,1
1.0351560703419151,-45.94712596060359,1
1.0410464363796985,-45.95532503688482,1
1.0737157404752733,-45.80718652767046,1
0.9991507014359581,-45.83708508057693,1
1.023544086404553,-45.70728363568074,1
1.0801107671431704,-45.59761019006014,1
1.1379279211785804,-45.660005707477985,1
1.2112559222692523,-45.71272590143936,1
1.1266492598656594,-45.912332851420715,1
1.0552017615980072,-46.23604973676613,1
0.9454420228837705,-46.509570343849624,1
1.0575619332812543,-46.275494390710016,1
1.0966469749235168,-46.232775888974714,1
1.070937404448558,-46.04162019225561,1
1.0733428692851037,-46.03516651716969,1
1.074512175105358,-46.02971355728133,1
1.0298577217537814,-45.87004502805931,1
1.053373875625579,-45.73513488967785,1
1.0648051695586758,-45.7762051623939,1
1.115584823497862,-45.810907032393224,1
1.0498232960115907,-45.84022799194946,1
1.2285537656111727,-45.86500241135269,1
1.1350578088455712,-46.04099635544149,1
1.1646378920300446,-46.189700488069334,1
1.2545596134120525,-46.31534639758467,1
1.2828540289680204,-46.266448447959206,1
1.2668020802685391,-46.22513266685625,1
1.228679295179891,-46.19022335502591,1
1.2250506480746082,-46.16072711844121,1
1.223286748592316,-46.13580459983878,1
1.192623335951529,-46.11474659360373,1
1.1021750039039755,-46.09695386431002,1
1.0988055101224452,-46.08192009462186,1
0.9815409618862103,-46.06921747731332,1
1.1049157422810312,-46.058484541405534,1
1.144846755070553,-46.049415865996565,1
