RTT,RSS,TRUE
2.849345762711865,-57.0,3
2.721051741095,-58.50520199106755,3
2.738476802773762,-59.00921068999007,3
2.736070268289118,-59.26287974912092,3
2.86751434083198,-59.62459412602957,3
2.926149440183477,-59.15982811695443,3
3.103419492135882,-58.51324602068011,3
3.0853491790928045,-58.30183466315356,3
3.1243405423164146,-58.007412804595674,3
3.1526558119827506,-57.76885198244085,3
3.1488653610693587,-57.68293829797483,3
3.1464686105867696,-57.92879627058226,3
3.177302932251694,-57.83444718338364,3
3.196801957874001,-57.850657186609844,3
3.2308217589195203,-57.9597526272035,3
3.2199861782400983,-57.963473904690645,3
3.062415092535593,-58.87107409111245,3
2.995117599430223,-58.882515853353475,3
2.952559113175607,-58.89277776423651,3
3.0333541231848975,-58.90201816843553,3
3.03041019754171,-58.99557075861714,3
3.0608978530615096,-59.08033133919469,3
3.0658413924818757,-59.07360751790921,3
3.0833043092267536,-59.150613900999076,3
3.051337779620442,-59.138167099287635,3
3.041782944458273,-59.12680527285595,3
3.0357405291020862,-59.03453259130713,3
2.999569970391918,-59.031714769514416,3
3.019705909371895,-58.94778026372047,3
2.9894297815920496,-58.95201778856188,3
2.998956665500611,-58.71298213762077,3
2.983660225888088,-58.574527952026074,3
2.977295316149338,-58.5281624073501,3
2.9626095994080854,-58.4855941963801,3
2.9209730733490025,-58.52700793721129,3
2.937652370273177,-58.40418649025883,3
2.9698890340308735,-58.371702352884384,3
2.968586504354045,-58.26153350579739,3
2.9894515784027713,-58.16027028628744,3
2.9633126161856675,-58.22764303551663,3
2.8556160875767596,-58.36978415617737,3
2.993369163394954,-58.17979527256546,3
2.768385364376607,-58.64627355842803,3
2.916883844939594,-58.75474545834455,3
2.978443939552402,-58.77439321500525,3
2.930986606647306,-58.87256134937878,3
2.933324273946233,-59.04293861830239,3
2.9778125635687513,-59.19965133235816,3
3.0276354526973277,-59.263732823839874,3
3.102153086494263,-59.40273790278162,3
3.170966336766788,-59.61065808804443,3
3.1497846374428313,-59.64182429150345,3
3.1793994332104285,-59.910626201652335,3
3.2087882260388243,-60.07786033634023,3
3.163042363826281,-60.07162861531479,3
3.0907354086946217,-60.06589585415895,3
3.001998998393513,-60.0606220600984,3
2.9782320467275296,-60.05577045520613,3
3.06025010580702,-60.13133595656039,3
3.090429005425472,-60.12082548461935,3
3.109513944455531,-60.27120871876081,3
3.1252592005673363,-60.40955566078025,3
3.0668415829993063,-60.37678120849381,3
3.083936823165427,-60.34662977646857,3
3.0300489920038074,-60.15884513511782,3
3.0176594648111794,-59.98608869011388,3
2.998796212806249,-59.82715751184318,3
2.997895411348455,-59.76096684862611,3
3.0296751250889793,-59.780094647694064,3
3.0710935872947114,-59.79769175436069,3
3.0759651735237363,-59.97392278825688,3
3.10036711161949,-59.97600950949843,3
3.1268269338303796,-59.8979085290977,3
3.1648811313752647,-59.826057363723635,3
3.1676251786036964,-59.75995586295334,3
3.125982925530565,-59.779164285569664,3
3.05663867255,-59.95687622137091,3
3.0021252304403823,-60.04034722634392,3
3.010661249749179,-60.19715898013771,3
3.0377481579240277,-60.18138229402858,3
3.097887705847177,-60.166868067757356,3
2.9098415468353527,-60.633635567807,3
2.736884223935488,-61.14307217095765,3
2.7135270706405064,-61.29166352495167,3
2.7097843553551026,-61.26832461754485,3
2.7721162360502585,-61.166833338462894,3
2.710810320926944,-61.0734634046112,3
2.8731216328525053,-60.82752508636221,3
2.6695500064573796,-60.841326514549394,3
2.8110034394333843,-60.854023552152455,3
2.8647998331850215,-60.62564487408352,3
2.7980961318611355,-60.25550126606648,3
2.755913146764249,-59.914976533594924,3
